,fz_ptl_ratio,fz_ptl_tok_sort_ratio,fz_ratio,fz_tok_set_ratio,fz_uwratio,pub0_cln,publisher0,ven_cln,vendor_X,match,ven_len,pu0_len
3878,50,100,50,33,90,  confidence,digital confidence,  id,id,0,2,18
3879,50,100,57,40,90,  homicide,digital homicide studios,  id,id,0,2,24
3880,75,100,40,25,90,  dreamvideosoft,"dreamvideosoft,inc.",  id,id,0,2,19
3881,75,100,36,22,90,  driveridentifier,driveridentifier,  id,id,0,2,16
3882,75,100,32,19,60,  druide informatique,druide informatique inc.,  id,id,0,2,24
3883,75,100,50,33,90,  duckbridge,duckbridge,  id,id,0,2,10
3884,75,100,42,27,90,  dvdvideomedia,"dvdvideomedia, inc.",  id,id,0,2,19
3885,75,100,44,29,90,  dvdvideosoft,dvdvideosoft limited.,  id,id,0,2,21
3886,75,100,44,29,90,  dvdvideosoft,dvdvideosoft ltd.,  id,id,0,2,17
3887,75,100,36,22,90,  easy video maker,easy video maker,  id,id,0,2,16
3888,50,100,62,44,90,  echidna,echidna,  id,id,0,2,7
3889,75,100,32,19,60,  ed key david kanaga,ed key and david kanaga,  id,id,0,2,23
3890,75,100,89,80,90,  eid,eid,  id,id,0,2,3
3891,75,100,73,57,90,  eidos,eidos,  id,id,0,2,5
3892,75,100,73,57,90,  eidos,eidos interactive,  id,id,0,2,17
3893,75,100,73,57,90,  eidos,eidos interactive limited,  id,id,0,2,25
3894,75,100,40,25,90,  eidos montreal,eidos montreal,  id,id,0,2,14
3895,75,100,42,27,90,  eidos hungary,eidos studio hungary,  id,id,0,2,20
3896,75,100,40,25,90,  eidos-montréal,eidos-montréal,  id,id,0,2,15
3897,50,100,22,12,60,  el desaparecido usbfix sosvirus,el desaparecido - www.usbfix.net - www.sosvirus.net,  id,id,0,2,51
3898,50,100,57,40,90,  eventide,eventide,  id,id,0,2,8
3899,50,100,73,57,90,  ezvid,"ezvid, inc.",  id,id,0,2,11
3900,50,100,62,44,90,  faravid,faravid interactive,  id,id,0,2,19
3901,75,100,28,100,60,  financial id-technology,financial id-technology,  id,id,1,2,23
3902,75,100,27,100,60,  finansiell id-teknik bid,finansiell id-teknik bid ab,  id,id,0,2,27
3903,50,100,30,17,60,  flash-slideshow-maker,flash-slideshow-maker.com,  id,id,0,2,25
3904,50,100,35,21,60,  flashvideocapture,flashvideocapture.com,  id,id,0,2,21
3905,50,100,31,18,60,  flashvideodownloader,flashvideodownloader.org,  id,id,0,2,24
3906,75,100,32,19,60,  flawless widescreen,flawless widescreen,  id,id,0,2,19
3907,75,100,50,33,90,  flip video,flip video,  id,id,0,2,10
3908,50,100,32,19,60,  florian heidenreich,florian heidenreich,  id,id,0,2,19
3909,50,100,73,57,90,  fluid,fluid interactive,  id,id,0,2,17
3910,50,100,42,27,90,  fourbitfriday,fourbitfriday,  id,id,0,2,13
3911,50,100,27,15,60,  framtidsforum i&m sweden,"framtidsforum i&m ab, sweden",  id,id,0,2,28
3912,50,100,29,17,60,  freeaudiovideosofttech,"freeaudiovideosofttech, inc.",  id,id,0,2,28
3913,50,100,32,19,60,  freevideocompressor,freevideocompressor.com,  id,id,0,2,23
3914,50,100,32,19,60,  free-videoconverter,free-videoconverter,  id,id,0,2,19
3915,50,100,38,24,90,  freevideocutter,freevideocutter.com,  id,id,0,2,19
3916,50,100,38,24,90,  freevideojoiner,freevideojoiner.com,  id,id,0,2,19
3917,75,100,50,33,90,  full video,full video studio,  id,id,0,2,17
3918,50,100,32,19,60,  fullpowersideattack,fullpowersideattack.com,  id,id,0,2,23
3919,50,100,25,14,60,  garmin or its subsidiaries,garmin ltd or its subsidiaries,  id,id,0,2,30
3920,50,100,67,50,90,  geovid,geovid,  id,id,0,2,6
3921,75,100,32,19,57,  gintaras didzgalvis,gintaras didzgalvis,  id,id,0,2,19
3922,50,100,57,40,90,  gridiron,gridiron software,  id,id,0,2,17
3923,50,100,73,57,90,  guido,guido,  id,id,0,2,5
3924,50,100,35,21,60,  hans jörg schmidt,hans jörg schmidt,  id,id,0,2,17
3925,75,100,50,33,90,  hdvidcodec,hdvidcodec.com,  id,id,0,2,14
3926,75,100,89,80,90,  hid,hid corporation,  id,id,0,2,15
3927,75,100,50,33,90,  hid global,hid global,  id,id,0,2,10
3928,75,100,50,33,90,  hid global,hid global corporation,  id,id,0,2,22
3929,75,100,47,31,90,  hidden path,hidden path entertainment,  id,id,0,2,25
3930,75,100,31,18,60,  hidden path ensemble,"hidden path entertainment, ensemble studios",  id,id,0,2,43
3931,75,100,50,33,90,  hidefmedia,hidefmedia,  id,id,0,2,10
3932,75,100,33,20,60,  hideki electronics,hideki electronics limited,  id,id,0,2,26
3933,75,100,57,40,90,  highwide,highwide inc.,  id,id,0,2,13
3934,75,100,40,25,90,  hq videov21 05,hq videov21.05,  id,id,0,2,14
3935,50,100,36,22,90,  hqprovideov06 01,hqprovideov06.01,  id,id,0,2,16
3936,50,100,36,22,90,  hqprovideov15 12,hqprovideov15.12,  id,id,0,2,16
3937,50,100,57,40,90,  hq-video,hq-video,  id,id,0,2,8
3938,50,100,36,25,90,  http://www baidu,http://www.baidu.com,  id,id,0,2,20
3939,50,100,22,13,60,  http://www flashvideodownloader,http://www.flashvideodownloader.org,  id,id,0,2,35
3940,50,100,50,33,90,  hybrid dsp,hybrid dsp systems,  id,id,0,2,18
3941,100,100,100,100,100,  id,id software,  id,id,1,2,11
3942,100,100,44,29,90,  id3tageditor,id3tageditor.com,  id,id,0,2,16
3943,100,100,44,29,90,  idautomation,"idautomation.com, inc.",  id,id,0,2,22
3944,100,100,44,29,90,  idbe avenius,idbe avenius,  id,id,0,2,12
3945,100,100,44,29,90,  idea factory,idea factory,  id,id,0,2,12
3946,100,100,44,29,90,  idea factory,"idea factory, inc.",  id,id,0,2,18
3947,100,100,42,27,90,  idea spectrum,idea spectrum,  id,id,0,2,13
3948,100,100,50,33,90,  idealshare,idealshare corporation,  id,id,0,2,22
3949,100,100,67,50,90,  ideamk,ideamk,  id,id,0,2,6
3950,100,100,53,36,90,  ideas pad,ideas pad,  id,id,0,2,9
3951,100,100,40,25,90,  ideaworks labs,ideaworks labs,  id,id,0,2,14
3952,100,100,73,57,90,  idera,idera,  id,id,0,2,5
3953,100,100,57,40,90,  idigicon,idigicon,  id,id,0,2,8
3954,100,100,80,67,90,  idis,idis,  id,id,0,2,4
3955,100,100,53,36,90,  idle work,idle work team,  id,id,0,2,14
3956,100,100,89,80,90,  idm,idm,  id,id,0,2,3
3957,100,100,89,80,90,  idm,idm co.ltd,  id,id,0,2,10
3958,100,100,44,29,90,  idm computer,"idm computer solutions, inc.",  id,id,0,2,28
3959,100,100,62,44,90,  idol fx,idol fx,  id,id,0,2,7
3960,100,100,33,20,60,  idoo international,idoo international llc.,  id,id,0,2,23
3961,100,100,73,57,90,  idrix,idrix,  id,id,0,2,5
3962,100,100,89,80,90,  idt,idt,  id,id,0,2,3
3963,100,100,89,80,90,  idv,"idv, inc",  id,id,0,2,8
3964,100,100,89,80,90,  idv,"idv, inc.",  id,id,0,2,9
3965,100,100,42,27,90,  idyllic pixel,idyllic pixel,  id,id,0,2,13
3966,75,100,42,27,90,  inkwell ideas,inkwell ideas,  id,id,0,2,13
3967,75,100,50,33,90,  intervideo,intervideo inc.,  id,id,0,2,15
3968,75,100,67,50,90,  iridas,iridas,  id,id,0,2,6
3969,75,100,62,44,90,  iridium,iridium studios,  id,id,0,2,15
3970,75,100,42,27,90,  ironhide game,ironhide game studio,  id,id,0,2,20
3971,75,100,44,29,90,  ividi plugin,"ividi plugin, inc.",  id,id,0,2,18
3972,50,100,62,44,90,  jbridge,jbridge,  id,id,0,2,7
3973,50,100,32,19,60,  kaleidoscope gesmbh,kaleidoscope gesmbh,  id,id,0,2,19
3974,50,100,47,31,90,  kovid goyal,kovid goyal,  id,id,0,2,11
3975,50,100,33,20,60,  laser guided games,"laser guided games, llc",  id,id,0,2,23
3976,50,100,23,13,60,  leo davidson pretentious name,leo davidson / pretentious name,  id,id,0,2,31
3977,50,100,50,33,90,  lepide pvt,lepide software pvt. ltd.,  id,id,0,2,25
3978,50,100,50,33,90,  lepide pvt,lepide software pvt.ltd,  id,id,0,2,23
3979,75,100,89,80,90,  lid,lid,  id,id,0,2,3
3980,75,100,42,27,90,  liquid flower,liquid flower,  id,id,0,2,13
3981,75,100,67,50,90,  liquid,liquid technologies limited,  id,id,0,2,27
3982,75,100,44,29,90,  liquidsonics,liquidsonics,  id,id,0,2,12
3983,50,100,47,31,90,  lucid games,lucid games,  id,id,0,2,11
3984,50,100,57,40,90,  lucidiom,lucidiom,  id,id,0,2,8
3985,50,100,50,33,90,  lucidlogix,lucidlogix technologies ltd,  id,id,0,2,27
3986,50,100,67,50,90,  luidia,"luidia, inc.",  id,id,0,2,12
3987,50,100,57,40,90,  lunatoid,lunatoid,  id,id,0,2,8
3988,75,100,40,25,90,  martin ridgers,martin ridgers,  id,id,0,2,14
3989,50,100,40,25,90,  meridian audio,meridian audio ltd,  id,id,0,2,18
3990,75,100,57,40,90,  microids,microids,  id,id,0,2,8
3991,75,100,89,80,90,  mid,mid gmbh,  id,id,0,2,8
3992,75,100,36,22,90,  midiox computing,midiox computing,  id,id,0,2,16
3993,75,100,44,29,90,  midway games,midway games limited,  id,id,0,2,20
3994,75,100,36,22,90,  midway newcastle,midway newcastle,  id,id,0,2,16
3995,75,100,42,27,90,  miniaide tech,"miniaide tech development co., ltd.",  id,id,0,2,35
3996,75,100,50,33,90,  mixidj v31,mixidj v31,  id,id,0,2,10
3997,75,100,50,33,90,  mixidj v44,mixidj v44,  id,id,0,2,10
3998,50,100,47,31,90,  moon spider,moon spider studio,  id,id,0,2,18
3999,75,100,35,21,60,  neat video absoft,"neat video team, absoft",  id,id,0,2,23
4000,50,100,50,33,90,  need4video,need4video,  id,id,0,2,10
4001,50,100,50,33,90,  nets danid,nets danid,  id,id,0,2,10
4002,50,100,40,25,90,  newplayervideo,newplayervideo+,  id,id,0,2,15
4003,75,100,36,22,90,  nicolas sivridis,nicolas sivridis,  id,id,0,2,16
4004,50,100,21,12,57,  nokia and/or its subsidiary -ies,nokia corporation and/or its subsidiary(-ies),  id,id,0,2,45
4005,50,100,42,27,90,  none provided,none provided,  id,id,0,2,13
4006,75,100,50,33,90,  north side,north side,  id,id,0,2,10
4007,50,100,67,50,90,  nvidia,nvidia,  id,id,0,2,6
4008,50,100,67,50,90,  nvidia,nvidia corporation,  id,id,0,2,18
4009,50,100,35,21,60,  nvidia corpration,nvidia corpration,  id,id,0,2,17
4010,50,100,57,40,90,  obsidian,obsidian entertainment,  id,id,0,2,22
4011,50,100,57,40,90,  obsidian,obsidian entertainment inc.,  id,id,0,2,27
4012,50,100,57,40,90,  obsidian,"obsidian entertainment, inc.",  id,id,0,2,28
4013,50,100,47,31,90,  obviousidea,obviousidea,  id,id,0,2,11
4014,50,100,62,44,90,  okidata,okidata,  id,id,0,2,7
4015,50,100,47,31,90,  oxide games,oxide games,  id,id,0,2,11
4016,50,100,47,31,90,  packetvideo,packetvideo,  id,id,0,2,11
4017,50,100,17,9,60,  paolo cignoni guido ranzuglia vcg isti cnr,paolo cignoni - guido ranzuglia vcg - isti - cnr,  id,id,0,2,48
4018,50,100,17,9,60,  paolo cignoni guido ranzuglia vcg isti cnr,"paolo cignoni, guido ranzuglia vcg - isti - cnr",  id,id,0,2,47
4019,50,100,33,20,60,  petr pridal klokan,petr pridal - klokan,  id,id,0,2,20
4020,75,100,67,50,90,  pinwid,pinwid ltd.,  id,id,0,2,11
4021,50,100,50,33,90,  planetside,planetside software,  id,id,0,2,19
4022,50,100,53,36,90,  poladroid,poladroid.net,  id,id,0,2,13
4023,50,100,44,29,90,  positivegrid,positivegrid,  id,id,0,2,12
4024,50,100,57,40,90,  provider,provider,  id,id,0,2,8
4025,50,100,62,44,90,  pschmid,pschmid.net ltd.,  id,id,0,2,16
4026,50,100,33,20,60,  mechanics spider91,"r.g. mechanics, spider91",  id,id,0,2,24
4027,50,100,53,36,90,  ragesquid,ragesquid,  id,id,0,2,9
4028,50,100,57,40,90,  raidcall,raidcall.com,  id,id,0,2,12
4029,50,100,67,50,90,  rapid7,"rapid7, llc",  id,id,0,2,11
4030,50,100,47,31,90,  rapidreader,rapidreader,  id,id,0,2,11
4031,75,100,44,100,90,  ravensoft id,ravensoft / id software,  id,id,1,2,23
4032,75,100,44,29,90,  renegade kid,renegade kid,  id,id,0,2,12
4033,75,100,44,29,90,  repair video,"repair video, inc.",  id,id,0,2,18
4034,50,100,32,19,60,  rsasecurid_partners,rsasecurid_partners,  id,id,0,2,19
4035,50,100,33,20,60,  schneider electric,schneider electric,  id,id,0,2,18
4036,50,100,53,36,90,  schneider,schneider software,  id,id,0,2,18
4037,75,100,47,31,90,  sdl tridion,sdl tridion,  id,id,0,2,11
4038,75,100,38,24,90,  sdl tridion lab,sdl tridion development lab b.v.,  id,id,0,2,32
4039,50,100,67,50,90,  seidea,seidea.com,  id,id,0,2,10
4040,50,100,40,25,90,  selur´s hybrid,selur´s hybrid,  id,id,0,2,15
4041,75,100,29,17,60,  sibelius division avid,"sibelius software, a division of avid technology, inc.",  id,id,0,2,54
4042,75,100,44,29,90,  side effects,side effects software,  id,id,0,2,21
4043,75,100,73,57,90,  sidhe,sidhe,  id,id,0,2,5
4044,75,100,73,57,90,  sidhe,sidhe interactive,  id,id,0,2,17
4045,50,100,44,29,90,  smidgeonsoft,smidgeonsoft,  id,id,0,2,12
4046,50,100,53,36,90,  snidesoft,snidesoft,  id,id,0,2,9
4047,50,100,38,24,90,  solid documents,solid documents,  id,id,0,2,15
4048,50,100,50,33,90,  solid iris,solid iris technologies,  id,id,0,2,23
4049,50,100,35,21,60,  solid state logic,solid state logic,  id,id,0,2,17
4050,50,100,40,25,90,  soliddocuments,soliddocuments,  id,id,0,2,14
4051,50,100,47,31,90,  solidshield,solidshield technologies ltd.,  id,id,0,2,29
4052,50,100,50,33,90,  solidworks,solidworks,  id,id,0,2,10
4053,50,100,50,33,90,  solidworks,solidworks corporation,  id,id,0,2,22
4054,75,100,47,31,90,  sound ideas,sound ideas,  id,id,0,2,11
4055,50,100,53,36,90,  sparanoid,sparanoid,  id,id,0,2,9
4056,50,100,50,33,90,  spiderling,spiderling studios,  id,id,0,2,18
4057,50,100,53,36,90,  spideroak,spideroak,  id,id,0,2,9
4058,50,100,62,44,90,  spiders,spiders,  id,id,0,2,7
4059,50,100,53,36,90,  spiderweb,spiderweb software,  id,id,0,2,18
4060,50,100,57,40,90,  spidy ch,spidy.ch,  id,id,0,2,8
4061,50,100,47,31,90,  splendidcrm,"splendidcrm software, inc.",  id,id,0,2,26
4062,50,100,33,20,60,  spooky squid games,spooky squid games inc.,  id,id,0,2,23
4063,50,100,44,29,90,  squid in box,squid in a box ltd,  id,id,0,2,18
4064,50,100,80,67,90,  stid,stid,  id,id,0,2,4
4065,50,100,50,33,90,  stridemann,stridemann,  id,id,0,2,10
4066,75,100,35,21,60,  future videogames,the future of videogames,  id,id,0,2,24
4067,50,100,24,13,60,  gridbus university melbourne,"the gridbus project, the university of melbourne",  id,id,0,2,48
4068,75,100,73,57,90,  tidal,tidal,  id,id,0,2,5
4069,75,100,47,31,90,  tiger squid,tiger and squid,  id,id,0,2,15
4070,75,100,44,29,90,  timios ideas,timios ideas,  id,id,0,2,12
4071,75,100,36,22,90,  timios ideas llp,timios ideas llp,  id,id,0,2,16
4072,75,100,50,33,90,  tint guide,tint guide,  id,id,0,2,10
4073,50,100,57,40,90,  torridon,torridon solutions,  id,id,0,2,18
4074,50,100,53,36,90,  totalidea,totalidea software,  id,id,0,2,18
4075,50,100,32,19,60,  triple squid design,triple squid software design,  id,id,0,2,28
4076,50,100,47,31,90,  turbo squid,turbo squid,  id,id,0,2,11
4077,50,100,50,33,90,  turbosquid,turbosquid,  id,id,0,2,10
4078,50,100,73,57,90,  ufida,ufida,  id,id,0,2,5
4079,75,100,57,100,90,  ultra id,ultra id,  id,id,0,2,8
4080,50,100,36,22,90,  validity sensors,"validity sensors, inc.",  id,id,0,2,22
4081,50,100,57,40,90,  varidesk,varidesk,  id,id,0,2,8
4082,50,100,57,40,90,  varidesk,varidesk llc,  id,id,0,2,12
4083,75,100,62,44,90,  vidcrop,vidcrop,  id,id,0,2,7
4084,75,100,47,31,90,  vidcrop pro,vidcrop pro,  id,id,0,2,11
4085,75,100,21,12,60,  video watermark subtitle creator,video watermark subtitle creator,  id,id,0,2,32
4086,75,100,42,27,90,  videocap info,videocap info,  id,id,0,2,13
4087,75,100,53,36,90,  videohome,videohome technology corp.,  id,id,0,2,26
4088,75,100,57,40,90,  videolan,videolan,  id,id,0,2,8
4089,75,100,57,40,90,  videolan,videolan team,  id,id,0,2,13
4090,75,100,36,22,90,  videor technical,videor technical,  id,id,0,2,16
4091,75,100,44,29,90,  videoscripts,videoscripts,  id,id,0,2,12
4092,75,100,38,24,90,  videostitch sas,videostitch sas,  id,id,0,2,15
4093,75,100,67,50,90,  vidown,vidown,  id,id,0,2,6
4094,75,100,67,50,90,  vidvox,vidvox,  id,id,0,2,6
4095,75,100,73,57,90,  vidyo,"vidyo, inc.",  id,id,0,2,11
4096,75,100,42,27,90,  vitamin video,"vitamin d video, llc",  id,id,0,2,20
4097,75,100,47,31,90,  vivid games,vivid games,  id,id,0,2,11
4098,75,100,47,31,90,  vivid games,vivid games s.a.,  id,id,0,2,16
4099,75,100,47,31,90,  widdershins,widdershins,  id,id,0,2,11
4100,75,100,50,33,90,  wide angle,wide angle software,  id,id,0,2,19
4101,75,100,57,40,90,  widevine,widevine technologies,  id,id,0,2,21
4102,50,100,31,18,60,  easy-video-converter,www.easy-video-converter.com,  id,id,0,2,28
4103,75,100,47,31,90,  minidvdsoft,www.minidvdsoft.com,  id,id,0,2,19
4104,50,100,40,25,90,  smallvideosoft,www.smallvideosoft.com,  id,id,0,2,22
4105,75,100,47,31,90,  vidcreek tv,www.vidcreek.tv,  id,id,0,2,15
4106,75,100,32,19,60,  video-gif-converter,www.video-gif-converter.com,  id,id,0,2,27
4107,75,100,30,17,60,  videowatermarkfactory,www.videowatermarkfactory.com,  id,id,0,2,29
4108,50,100,53,36,90,  wxwidgets,wxwidgets,  id,id,0,2,9
4109,75,100,44,29,90,  xidicone p/l,xidicone p/l,  id,id,0,2,12
4110,50,100,80,67,90,  xvid,xvid development team,  id,id,0,2,21
4111,50,100,80,67,90,  xvid,xvid solutions,  id,id,0,2,14
4112,50,100,80,67,90,  xvid,xvid team,  id,id,0,2,9
4113,50,100,50,33,90,  xvid koepi,xvid team (koepi),  id,id,0,2,17
4114,50,100,44,29,90,  xvidvideo ru,xvidvideo.ru,  id,id,0,2,12
4115,50,100,62,44,90,  xwidget,xwidget software,  id,id,0,2,16
4116,75,100,62,44,90,  zidsoft,zidsoft,  id,id,0,2,7
4117,100,100,100,100,100,  ideamk,ideamk,  ideamk,ideamk,1,6,6
4118,100,100,100,100,100,  idera,idera,  idera,idera,1,5,5
4119,60,100,42,30,90,  hans jörg schmidt,hans jörg schmidt,  idt,idt,0,3,18
4120,100,100,100,100,100,  idt,idt,  idt,idt,1,3,3
4121,80,100,36,25,90,  2k play odd gentlemen,2k play / the odd gentlemen,  gen,i-gen,0,5,27
4122,80,100,77,67,90,  4gency,4gency,  gen,i-gen,0,5,6
4123,80,100,38,27,90,  ascii art generator,"ascii art generator, inc.",  gen,i-gen,0,5,25
4124,80,100,48,35,90,  audible genius,"audible genius, llc",  gen,i-gen,0,5,19
4125,60,100,63,50,90,  authorgen,authorgen,  gen,i-gen,0,5,9
4126,60,100,40,29,90,  broad intelligence,broad intelligence,  gen,i-gen,0,5,18
4127,60,100,42,30,90,  convergent design,"convergent design, inc",  gen,i-gen,0,5,22
4128,60,100,67,55,90,  cyanogen,cyanogen inc.,  gen,i-gen,0,5,13
4129,80,100,26,18,60,  dirección general de la policía,dirección general de la policía,  gen,i-gen,0,5,33
4130,60,100,50,38,90,  emergent game,emergent game technologies,  gen,i-gen,0,5,26
4131,60,100,83,75,90,  eugen,eugen systems,  gen,i-gen,0,5,13
4132,60,100,42,30,90,  eugene roshal far,eugene roshal & far group,  gen,i-gen,0,5,25
4133,100,100,71,60,90,  genarts,"genarts, inc.",  gen,i-gen,0,5,13
4134,100,100,59,46,90,  genelec oy,genelec oy,  gen,i-gen,0,5,10
4135,100,100,71,60,90,  generic,generic,  gen,i-gen,0,5,7
4136,100,100,59,46,90,  genericase,genericase,  gen,i-gen,0,5,10
4137,100,100,48,35,90,  genesis mobile,genesis mobile,  gen,i-gen,0,5,14
4138,100,100,50,38,90,  genesys logic,genesys logic,  gen,i-gen,0,5,13
4139,100,100,71,60,90,  genetec,genetec inc.,  gen,i-gen,0,5,12
4140,100,100,63,50,90,  geniatech,geniatech,  gen,i-gen,0,5,9
4141,100,100,56,43,90,  genius 2000,genius 2000 ltd,  gen,i-gen,0,5,15
4142,100,100,63,50,90,  geniusbox,geniusbox 2.0,  gen,i-gen,0,5,13
4143,100,100,37,26,90,  gentechnologies apps,"gentechnologies apps, llc",  gen,i-gen,0,5,25
4144,100,100,67,55,90,  gentibus,gentibus,  gen,i-gen,0,5,8
4145,100,100,42,30,90,  gentleman scholar,gentleman scholar,  gen,i-gen,0,5,17
4146,100,100,36,25,90,  genusource consulting,genusource consulting inc,  gen,i-gen,0,5,25
4147,100,100,91,86,86,  genx,genx,  gen,i-gen,0,5,4
4148,100,100,59,46,90,  genymobile,genymobile,  gen,i-gen,0,5,10
4149,60,100,77,67,90,  hygena,hygena,  gen,i-gen,0,5,6
4150,60,100,59,46,90,  imagenomic,imagenomic,  gen,i-gen,0,5,10
4151,60,100,59,46,90,  ingenuware,"ingenuware, ltd.",  gen,i-gen,0,5,16
4152,60,100,59,46,90,  insurgency,insurgency development team,  gen,i-gen,0,5,27
4153,60,100,38,27,90,  intelligent imaging,intelligent imaging solutions,  gen,i-gen,0,5,29
4154,60,100,56,43,90,  intelligent,intelligent systems,  gen,i-gen,0,5,19
4155,60,100,56,43,90,  intelligent,"intelligent systems co.,ltd.",  gen,i-gen,0,5,28
4156,60,100,48,35,90,  juergen riegel,juergen riegel,  gen,i-gen,0,5,14
4157,60,100,23,24,60,  juergen riegel freecad@juergen-riegel,juergen riegel (freecad@juergen-riegel.net),  gen,i-gen,0,5,43
4158,60,100,26,18,60,  landesfinanzdirektion thüringen,landesfinanzdirektion thüringen,  gen,i-gen,0,5,32
4159,60,100,48,35,90,  mark lagendijk,mark lagendijk,  gen,i-gen,0,5,14
4160,60,100,63,50,90,  mobogenie,mobogenie.com,  gen,i-gen,0,5,13
4161,80,100,45,33,90,  next generation,next generation software,  gen,i-gen,0,5,24
4162,60,100,77,67,90,  nitgen,nitgen,  gen,i-gen,0,5,6
4163,60,100,56,43,90,  nugen audio,nugen audio,  gen,i-gen,0,5,11
4164,80,100,26,18,60,  pawel alias laplume for genesis,pawel d. alias laplume for genesis.,  gen,i-gen,0,5,35
4165,60,100,36,25,90,  rme intelligent audio,rme intelligent audio solutions,  gen,i-gen,0,5,31
4166,80,100,45,33,90,  robot gentleman,robot gentleman,  gen,i-gen,0,5,15
4167,80,100,45,33,90,  robot gentleman,robot gentleman studios,  gen,i-gen,0,5,23
4168,60,100,22,23,60,  ronny wegener <wegener ronny@gmail com>,ronny wegener <wegener.ronny@gmail.com>,  gen,i-gen,0,5,39
4169,60,100,77,67,90,  sagent,sagent,  gen,i-gen,0,5,6
4170,60,100,63,50,90,  selligent,selligent,  gen,i-gen,0,5,9
4171,60,100,48,35,90,  statgeneration,statgeneration,  gen,i-gen,0,5,14
4172,60,100,45,33,90,  tampageneration,tampageneration,  gen,i-gen,0,5,15
4173,60,100,53,40,90,  tangent wave,tangent wave ltd.,  gen,i-gen,0,5,17
4174,60,100,63,50,90,  tangentix,tangentix ltd,  gen,i-gen,0,5,13
4175,80,100,50,38,90,  odd gentlemen,the odd gentlemen,  gen,i-gen,0,5,17
4176,60,100,48,35,90,  tomoaki sugeno,tomoaki sugeno,  gen,i-gen,0,5,14
4177,60,100,56,43,90,  wildtangent,wildtangent,  gen,i-gen,0,5,11
4178,60,100,56,43,90,  wildtangent,"wildtangent, inc.",  gen,i-gen,0,5,17
4179,80,100,91,86,86,  xgen,xgen studios,  gen,i-gen,0,5,12
4180,60,100,67,55,90,  x-legend,x-legend,  gen,i-gen,0,5,8
4181,69,36,55,53,85,  igor arsenin iarsn,igor arsenin (iarsn),  igor sysoev,igor sysoev,0,11,20
4182,69,63,67,61,61,  igor novikov,igor e. novikov,  igor sysoev,igor_sysoev,0,11,15
4183,61,54,58,53,52,  igor malinovskiy,igor malinovskiy,  igor sysoev,igor_sysoev,0,11,16
4184,69,63,69,64,64,  igor pavlov,igor pavlov,  igor sysoev,igor_sysoev,0,11,11
4185,73,46,63,58,58,  igor arsenin iarsn,igor arsenin (iarsn),  igor vlasenko,igor_vlasenko,0,13,20
4186,66,61,61,55,55,  igor malinovskiy,igor malinovskiy,  igor vlasenko,igor_vlasenko,0,13,16
4187,77,100,35,30,90,  http://www ogre3d org/tikiwiki/ogre meshy,http://www.ogre3d.org/tikiwiki/ogre+meshy,  ikiwiki,ikiwiki,0,7,41
4188,66,62,57,53,53,  ilia bakhmoutski sheck,ilia bakhmoutski (sheck),  ilia alshanetsky,ilia_alshanetsky,0,16,24
4189,58,33,45,57,85,  shadow planet productions,shadow planet productions,  im5 fans planet,im5 fans planet project,0,23,25
4190,52,34,51,51,48,  image space incorporated,image space incorporated,  image metadata cruncher,image metadata cruncher project,0,31,24
4191,44,60,35,39,85,  siue computer vision image processing laboratory,siue computer vision and image processing laboratory,  image metadata cruncher,image_metadata_cruncher_project,0,31,52
4192,69,45,67,63,62,  image converter,image converter,  image title,image_title_project,0,19,15
4193,69,63,56,63,85,  image space incorporated,image space incorporated,  image title,image_title_project,0,19,24
4194,69,63,59,63,85,  image to pdf converter,image to pdf converter,  image title,image_title_project,0,19,22
4195,53,45,48,63,59,  image&amp;form,image&amp;form,  image title,image_title_project,0,19,14
4196,69,76,60,63,62,  image-line bvba,image-line bvba,  image title,image_title_project,0,19,15
4197,53,54,51,63,85,  kofax image products,kofax image products,  image title,image_title_project,0,19,20
4198,61,66,56,63,85,  neat image absoft,"neat image team, absoft",  image title,image_title_project,0,19,23
4199,61,63,32,63,85,  siue computer vision image processing laboratory,siue computer vision and image processing laboratory,  image title,image_title_project,0,19,52
4200,46,63,52,67,63,  visualizer image,visualizer image group,  image title,image_title_project,0,19,22
4201,100,100,100,100,100,  imagemagick,imagemagick studio llc,  imagemagick,imagemagick,1,11,22
4202,51,41,35,41,85,  copy files to multiple folder locations in batch or move multiple files in bulk,copy files to multiple folder locations in batch or move multiple files in bulk software !,  improved user search in backend,improved user search in backend project,0,39,90
4203,45,41,36,38,85,  ivory tower in collaboration with ubisoft reflections,ivory tower in collaboration with ubisoft reflections,  improved user search in backend,improved user search in backend project,0,39,53
4204,48,41,27,31,85,  ubisoft quebec in collaboration with ubisoft annecy bucharest kiev montreal montpellier shanghai singapore sofia toronto,"ubisoft quebec, in collaboration with ubisoft annecy, bucharest, kiev, montreal, montpellier, shanghai, singapore, sofia, toronto studios",  improved user search in backend,improved user search in backend project,0,39,137
4205,40,48,41,46,43,  bastien mensink must in every office bv,bastien mensink - a must in every office bv,  improved user search in backend,improved_user_search_in_backend_project,0,39,43
4206,45,48,43,49,46,  fade in professional screenwriting,fade in professional screenwriting software,  improved user search in backend,improved_user_search_in_backend_project,0,39,43
4207,36,48,37,44,41,  redlynx in collaboration with ubisoft shanghai,"redlynx, in collaboration with  ubisoft shanghai",  improved user search in backend,improved_user_search_in_backend_project,0,39,48
