,vendor_X,software_X,title_X,DisplayName0,release_X,Version0,fz_ratio,fz_ptl_ratio,fz_tok_set_ratio,fz_ptl_tok_sort_ratio,fz_uwratio,fz_rel_ratio,fz_rel_ptl_ratio,t_cve_name,titlX_len,DsplyNm0_len,match
12308,adobe,adobe_air,Adobe Adobe Integrated Runtime (AIR) 3.9.0.1380,Neolane v6.0 6.1.0 Build 8152,3.9.0.1380,-,32,34,100,42,41,0,0,cpe:/a:adobe:adobe_air:3.9.0.1380,47,29,0
12309,adobe,adobe_air,Adobe Adobe Integrated Runtime (AIR) 4.0.0.1390,Neolane v6.0 6.1.0 Build 8152,4.0.0.1390,-,32,34,100,45,44,0,0,cpe:/a:adobe:adobe_air:4.0.0.1390,47,29,0
12310,adobe,adobe_air,Adobe Adobe Integrated Runtime (AIR) 4.0.0.1628,Neolane v6.0 6.1.0 Build 8152,4.0.0.1628,-,35,34,100,48,47,0,0,cpe:/a:adobe:adobe_air:4.0.0.1628,47,29,0
12311,adobe,adobe_air_sdk,Adobe Adobe Integrated Runtime (AIR) SDK 13.0.0.111,Neolane v6.0 6.1.0 Build 8152,13.0.0.111,-,31,34,100,48,45,0,0,cpe:/a:adobe:adobe_air_sdk:13.0.0.111,51,29,0
12312,adobe,adobe_air_sdk,Adobe Adobe Integrated Runtime (AIR) SDK 13.0.0.83,Neolane v6.0 6.1.0 Build 8152,13.0.0.83,-,31,34,100,49,46,0,0,cpe:/a:adobe:adobe_air_sdk:13.0.0.83,50,29,0
12313,adobe,adobe_air_sdk,Adobe Adobe Integrated Runtime (AIR) SDK 14.0.0.110,Neolane v6.0 6.1.0 Build 8152,14.0.0.110,-,31,34,100,48,45,0,0,cpe:/a:adobe:adobe_air_sdk:14.0.0.110,51,29,0
12314,adobe,adobe_air_sdk,Adobe Adobe Integrated Runtime (AIR) SDK 14.0.0.137,Neolane v6.0 6.1.0 Build 8152,14.0.0.137,-,31,34,100,48,45,0,0,cpe:/a:adobe:adobe_air_sdk:14.0.0.137,51,29,0
12315,adobe,adobe_air_sdk,Adobe Adobe Integrated Runtime (AIR) SDK 3.0.0.4080,Neolane v6.0 6.1.0 Build 8152,3.0.0.4080,-,33,34,100,45,42,0,0,cpe:/a:adobe:adobe_air_sdk:3.0.0.4080,51,29,0
12316,adobe,adobe_air_sdk,Adobe Adobe Integrated Runtime (AIR) SDK 3.1.0.488,Neolane v6.0 6.1.0 Build 8152,3.1.0.488,-,34,34,100,46,45,0,0,cpe:/a:adobe:adobe_air_sdk:3.1.0.488,50,29,0
12317,adobe,adobe_air_sdk,Adobe Adobe Integrated Runtime (AIR) SDK 3.2.0.2070,Neolane v6.0 6.1.0 Build 8152,3.2.0.2070,-,31,31,100,39,38,0,0,cpe:/a:adobe:adobe_air_sdk:3.2.0.2070,51,29,0
12318,adobe,adobe_air_sdk,Adobe Adobe Integrated Runtime (AIR) SDK 3.3.0.3650,Neolane v6.0 6.1.0 Build 8152,3.3.0.3650,-,31,31,100,45,42,0,0,cpe:/a:adobe:adobe_air_sdk:3.3.0.3650,51,29,0
12319,adobe,adobe_air_sdk,Adobe Adobe Integrated Runtime (AIR) SDK 3.3.0.3690,Neolane v6.0 6.1.0 Build 8152,3.3.0.3690,-,28,31,100,42,39,0,0,cpe:/a:adobe:adobe_air_sdk:3.3.0.3690,51,29,0
12320,adobe,adobe_air_sdk,Adobe Adobe Integrated Runtime (AIR) SDK 3.4.0.2540,Neolane v6.0 6.1.0 Build 8152,3.4.0.2540,-,31,31,100,42,39,0,0,cpe:/a:adobe:adobe_air_sdk:3.4.0.2540,51,29,0
12321,adobe,adobe_air_sdk,Adobe Adobe Integrated Runtime (AIR) SDK 3.4.0.2710,Neolane v6.0 6.1.0 Build 8152,3.4.0.2710,-,31,31,100,42,41,0,0,cpe:/a:adobe:adobe_air_sdk:3.4.0.2710,51,29,0
12322,adobe,adobe_air_sdk,Adobe Adobe Integrated Runtime (AIR) SDK 3.5.0.1060,Neolane v6.0 6.1.0 Build 8152,3.5.0.1060,-,31,31,100,45,44,0,0,cpe:/a:adobe:adobe_air_sdk:3.5.0.1060,51,29,0
12323,adobe,adobe_air_sdk,Adobe Adobe Integrated Runtime (AIR) SDK 3.5.0.600,Neolane v6.0 6.1.0 Build 8152,3.5.0.600,-,28,31,100,43,40,0,0,cpe:/a:adobe:adobe_air_sdk:3.5.0.600,50,29,0
12324,adobe,adobe_air_sdk,Adobe Adobe Integrated Runtime (AIR) SDK 3.5.0.880,Neolane v6.0 6.1.0 Build 8152,3.5.0.880,-,31,31,100,43,41,0,0,cpe:/a:adobe:adobe_air_sdk:3.5.0.880,50,29,0
12325,adobe,adobe_air_sdk,Adobe Adobe Integrated Runtime (AIR) SDK 3.5.0.890,Neolane v6.0 6.1.0 Build 8152,3.5.0.890,-,31,31,100,43,41,0,0,cpe:/a:adobe:adobe_air_sdk:3.5.0.890,50,29,0
12326,adobe,adobe_air_sdk,Adobe Adobe Integrated Runtime (AIR) SDK 3.6.0.599,Neolane v6.0 6.1.0 Build 8152,3.6.0.599,-,31,31,100,43,45,0,0,cpe:/a:adobe:adobe_air_sdk:3.6.0.599,50,29,0
12327,adobe,adobe_air_sdk,Adobe Adobe Integrated Runtime (AIR) SDK 3.6.0.6090,Neolane v6.0 6.1.0 Build 8152,3.6.0.6090,-,31,31,100,42,41,0,0,cpe:/a:adobe:adobe_air_sdk:3.6.0.6090,51,29,0
12328,adobe,adobe_air_sdk,Adobe Adobe Integrated Runtime (AIR) SDK 3.7.0.1530,Neolane v6.0 6.1.0 Build 8152,3.7.0.1530,-,33,34,100,42,41,0,0,cpe:/a:adobe:adobe_air_sdk:3.7.0.1530,51,29,0
12329,adobe,adobe_air_sdk,Adobe Adobe Integrated Runtime (AIR) SDK 3.7.0.1860,Neolane v6.0 6.1.0 Build 8152,3.7.0.1860,-,31,31,100,42,41,0,0,cpe:/a:adobe:adobe_air_sdk:3.7.0.1860,51,29,0
12330,adobe,adobe_air_sdk,Adobe Adobe Integrated Runtime (AIR) SDK 3.7.0.2090,Neolane v6.0 6.1.0 Build 8152,3.7.0.2090,-,31,31,100,42,39,0,0,cpe:/a:adobe:adobe_air_sdk:3.7.0.2090,51,29,0
12331,adobe,adobe_air_sdk,Adobe Adobe Integrated Runtime (AIR) SDK 3.8.0.1430,Neolane v6.0 6.1.0 Build 8152,3.8.0.1430,-,31,31,100,45,44,0,0,cpe:/a:adobe:adobe_air_sdk:3.8.0.1430,51,29,0
12332,adobe,adobe_air_sdk,Adobe Adobe Integrated Runtime (AIR) SDK 3.8.0.870,Neolane v6.0 6.1.0 Build 8152,3.8.0.870,-,31,31,100,43,41,0,0,cpe:/a:adobe:adobe_air_sdk:3.8.0.870,50,29,0
12333,adobe,adobe_air_sdk,Adobe Adobe Integrated Runtime (AIR) SDK 3.8.0.910,Neolane v6.0 6.1.0 Build 8152,3.8.0.910,-,31,31,100,43,41,0,0,cpe:/a:adobe:adobe_air_sdk:3.8.0.910,50,29,0
12334,adobe,adobe_air_sdk,Adobe Adobe Integrated Runtime (AIR) SDK 3.9.0.1030,Neolane v6.0 6.1.0 Build 8152,3.9.0.1030,-,31,31,100,42,41,0,0,cpe:/a:adobe:adobe_air_sdk:3.9.0.1030,51,29,0
12335,adobe,adobe_air_sdk,Adobe Adobe Integrated Runtime (AIR) SDK 3.9.0.1210,Neolane v6.0 6.1.0 Build 8152,3.9.0.1210,-,33,34,100,42,41,0,0,cpe:/a:adobe:adobe_air_sdk:3.9.0.1210,51,29,0
12336,adobe,adobe_air_sdk,Adobe Adobe Integrated Runtime (AIR) SDK 3.9.0.1380,Neolane v6.0 6.1.0 Build 8152,3.9.0.1380,-,31,31,100,42,41,0,0,cpe:/a:adobe:adobe_air_sdk:3.9.0.1380,51,29,0
12337,adobe,adobe_air_sdk,Adobe Adobe Integrated Runtime (AIR) SDK 4.0.0.1390,Neolane v6.0 6.1.0 Build 8152,4.0.0.1390,-,31,31,100,45,42,0,0,cpe:/a:adobe:adobe_air_sdk:4.0.0.1390,51,29,0
12338,adobe,adobe_air_sdk,Adobe Adobe Integrated Runtime (AIR) SDK 4.0.0.1628,Neolane v6.0 6.1.0 Build 8152,4.0.0.1628,-,33,34,100,48,45,0,0,cpe:/a:adobe:adobe_air_sdk:4.0.0.1628,51,29,0
12339,adobe,adobe_application_manager,Adobe Application Manager 2.0.240.0,Neolane v6.0 6.1.0 Build 8152,2.0.240.0,-,33,34,100,41,38,0,0,cpe:/a:adobe:adobe_application_manager:2.0.240.0,35,29,0
12340,adobe,adobe_content_server,Adobe Adobe Content Server 3.0,Neolane v6.0 6.1.0 Build 8152,3,-,31,22,100,34,85,0,0,cpe:/a:adobe:adobe_content_server:3.0,30,29,0
12341,adobe,adobe_presenter,Adobe Presenter 7.0,Neolane v6.0 6.1.0 Build 8152,7,-,27,40,100,29,85,0,0,cpe:/a:adobe:adobe_presenter:7.0,19,29,0
12342,adobe,adobe_reader,Adobe Reader for Android 11.1.0,Neolane v6.0 6.1.0 Build 8152,11.1.0,-,32,33,100,44,43,0,0,cpe:/a:adobe:adobe_reader:11.1.0::~~~android~~,31,29,0
12343,adobe,adobe_reader,Adobe Reader for Android 11.1.3,Neolane v6.0 6.1.0 Build 8152,11.1.3,-,32,33,100,37,36,0,0,cpe:/a:adobe:adobe_reader:11.1.3::~~~android~~,31,29,0
12344,adobe,adobe_reader,Adobe Reader for Android 11.2.0,Neolane v6.0 6.1.0 Build 8152,11.2.0,-,36,34,100,44,43,0,0,cpe:/a:adobe:adobe_reader:11.2.0::~~~android~~,31,29,0
12345,adobe,adobe_update_manager_core,Adobe Update Manager Core 1.0.0.0,Neolane v6.0 6.1.0 Build 8152,1.0.0.0,-,34,34,100,43,40,0,0,cpe:/a:adobe:adobe_update_manager_core:1.0.0.0,33,29,0
12346,adobe,adobe_update_manager_language_resource,Adobe Update Manager Language Resource 1.0.0.0,Neolane v6.0 6.1.0 Build 8152,1.0.0.0,-,34,37,100,41,38,0,0,cpe:/a:adobe:adobe_update_manager_language_resource:1.0.0.0,46,29,0
12347,adobe,after_effects,Adobe After Effects 4.0,Neolane v6.0 6.1.0 Build 8152,4,-,25,31,100,26,85,0,0,cpe:/a:adobe:after_effects:4.0,23,29,0
12348,adobe,after_effects,Adobe After Effects 4.1,Neolane v6.0 6.1.0 Build 8152,4.1,-,25,31,100,26,85,0,0,cpe:/a:adobe:after_effects:4.1,23,29,0
12349,adobe,after_effects,Adobe After Effects 4.1.1,Neolane v6.0 6.1.0 Build 8152,4.1.1,-,32,33,100,33,85,0,0,cpe:/a:adobe:after_effects:4.1.1,25,29,0
12350,adobe,after_effects,Adobe After Effects 5.0,Neolane v6.0 6.1.0 Build 8152,5,-,25,31,100,30,85,0,0,cpe:/a:adobe:after_effects:5.0,23,29,0
12351,adobe,after_effects,Adobe After Effects 5.5.1,Neolane v6.0 6.1.0 Build 8152,5.5.1,-,28,28,100,33,85,0,0,cpe:/a:adobe:after_effects:5.5.1,25,29,0
12352,adobe,after_effects,Adobe After Effects 6.0,Neolane v6.0 6.1.0 Build 8152,6,-,29,36,100,30,85,0,0,cpe:/a:adobe:after_effects:6.0,23,29,0
12353,adobe,after_effects,Adobe After Effects 6.5.1,Neolane v6.0 6.1.0 Build 8152,6.5.1,-,32,33,100,33,85,0,0,cpe:/a:adobe:after_effects:6.5.1,25,29,0
12354,adobe,after_effects,Adobe After Effects 7.0,Neolane v6.0 6.1.0 Build 8152,7,-,25,31,100,26,85,0,0,cpe:/a:adobe:after_effects:7.0,23,29,0
12355,adobe,after_effects,Adobe After Effects 7.0.1,Neolane v6.0 6.1.0 Build 8152,7.0.1,-,28,33,100,33,85,0,0,cpe:/a:adobe:after_effects:7.0.1,25,29,0
12356,adobe,after_effects_cs3,Adobe After Effects CS3 8.0,Neolane v6.0 6.1.0 Build 8152,8,-,23,26,100,28,28,0,0,cpe:/a:adobe:after_effects_cs3:8.0,27,29,0
12357,adobe,after_effects_cs3,Adobe After Effects CS3 8.0.2,Neolane v6.0 6.1.0 Build 8152,8.0.2,-,26,28,100,31,35,0,0,cpe:/a:adobe:after_effects_cs3:8.0.2,29,29,0
12358,adobe,after_effects_cs3_presets,Adobe After Effects CS3 Presets 8.0,Neolane v6.0 6.1.0 Build 8152,8,-,23,24,100,28,28,0,0,cpe:/a:adobe:after_effects_cs3_presets:8.0,35,29,0
12359,adobe,after_effects_cs3_template_projects_\&_footage,Adobe After Effects CS3 Template Projects & Footage 8.0,Neolane v6.0 6.1.0 Build 8152,8,-,23,31,100,29,85,0,0,cpe:/a:adobe:after_effects_cs3_template_projects_%26_footage:8.0,55,29,0
12360,adobe,after_effects_cs3_third_party_content,Adobe After Effects CS3 Third Party Content 3.0,Neolane v6.0 6.1.0 Build 8152,3,-,22,24,100,26,26,0,0,cpe:/a:adobe:after_effects_cs3_third_party_content:3.0,47,29,0
12361,adobe,after_effects_cs4,Adobe After Effects CS4 9.0,Neolane v6.0 6.1.0 Build 8152,9,-,23,26,100,28,28,0,0,cpe:/a:adobe:after_effects_cs4:9.0,27,29,0
12362,adobe,after_effects_cs4,Adobe After Effects CS4 9.0.2,Neolane v6.0 6.1.0 Build 8152,9.0.2,-,26,28,100,31,35,0,0,cpe:/a:adobe:after_effects_cs4:9.0.2,29,29,0
12363,adobe,after_effects_cs4_presets,Adobe After Effects CS4 Presets 9.0,Neolane v6.0 6.1.0 Build 8152,9,-,20,20,100,28,28,0,0,cpe:/a:adobe:after_effects_cs4_presets:9.0,35,29,0
12364,adobe,after_effects_cs4_template_projects_\&_footage,Adobe After Effects CS4 Template Projects & Footage 9.0,Neolane v6.0 6.1.0 Build 8152,9,-,20,27,100,29,85,0,0,cpe:/a:adobe:after_effects_cs4_template_projects_%26_footage:9.0,55,29,0
12365,adobe,after_effects_cs4_third_party_content,Adobe After Effects CS4 Third Party Content 9.0,Neolane v6.0 6.1.0 Build 8152,9,-,22,24,100,26,26,0,0,cpe:/a:adobe:after_effects_cs4_third_party_content:9.0,47,29,0
12366,adobe,air,Adobe AIR 15.0.0.293,Neolane v6.0 6.1.0 Build 8152,15.0.0.293,-,31,37,100,42,85,0,0,cpe:/a:adobe:air:15.0.0.293,20,29,0
12367,adobe,air,Adobe AIR 18.0.0.180,Neolane v6.0 6.1.0 Build 8152,18.0.0.180,-,31,43,100,42,85,0,0,cpe:/a:adobe:air:18.0.0.180,20,29,0
12368,adobe,air_sdk,Adobe AIR SDK 15.0.0.302,Neolane v6.0 6.1.0 Build 8152,15.0.0.302,-,33,40,100,43,85,0,0,cpe:/a:adobe:air_sdk:15.0.0.302,24,29,0
12369,adobe,air_sdk,Adobe AIR SDK 18.0.0.180,Neolane v6.0 6.1.0 Build 8152,18.0.0.180,-,29,35,100,43,85,0,0,cpe:/a:adobe:air_sdk:18.0.0.180,24,29,0
12370,adobe,air_sdk_\&_compiler,Adobe AIR SDK & Compiler 15.0.0.302,Neolane v6.0 6.1.0 Build 8152,15.0.0.302,-,33,34,100,50,47,0,0,cpe:/a:adobe:air_sdk_%26_compiler:15.0.0.302,35,29,0
12371,adobe,air_sdk_\&_compiler,Adobe AIR SDK & Compiler 18.0.0.180,Neolane v6.0 6.1.0 Build 8152,18.0.0.180,-,30,31,100,50,47,0,0,cpe:/a:adobe:air_sdk_%26_compiler:18.0.0.180,35,29,0
12372,adobe,anchor_service,Adobe Anchor Service 2.1,Neolane v6.0 6.1.0 Build 8152,2.1,-,29,35,100,34,85,0,0,cpe:/a:adobe:anchor_service:2.1,24,29,0
12373,adobe,anchor_service_cs3,Adobe Anchor Service CS3 1.0,Neolane v6.0 6.1.0 Build 8152,1,-,30,33,100,31,35,0,0,cpe:/a:adobe:anchor_service_cs3:1.0,28,29,0
12374,adobe,anchor_service_cs4,Adobe Anchor Service CS4 2.0,Neolane v6.0 6.1.0 Build 8152,2,-,26,29,100,31,31,0,0,cpe:/a:adobe:anchor_service_cs4:2.0,28,29,0
12375,adobe,anchor_service_cs4,Adobe Anchor Service CS4 2.0 (x64) 64-bit,Neolane v6.0 6.1.0 Build 8152,2,-,33,34,100,42,41,0,0,cpe:/a:adobe:anchor_service_cs4:2.0::~~~~x64~,41,29,0
12376,adobe,asset_services,Adobe Asset Services 3.0,Neolane v6.0 6.1.0 Build 8152,3,-,29,35,100,30,85,0,0,cpe:/a:adobe:asset_services:3.0,24,29,0
12377,adobe,asset_services,Adobe Asset Services 4.0,Neolane v6.0 6.1.0 Build 8152,4,-,29,35,100,30,85,0,0,cpe:/a:adobe:asset_services:4.0,24,29,0
12378,adobe,asset_services_cs3,Adobe Asset Services CS3 3.0,Neolane v6.0 6.1.0 Build 8152,3,-,26,29,100,27,31,0,0,cpe:/a:adobe:asset_services_cs3:3.0,28,29,0
12379,adobe,asset_services_cs3,Adobe Asset Services CS3 3.1.0,Neolane v6.0 6.1.0 Build 8152,3.1.0,-,33,34,100,34,38,0,0,cpe:/a:adobe:asset_services_cs3:3.1.0,30,29,0
12380,adobe,asset_services_cs4,Adobe Asset Services CS4 4.0,Neolane v6.0 6.1.0 Build 8152,4,-,26,29,100,27,31,0,0,cpe:/a:adobe:asset_services_cs4:4.0,28,29,0
12381,adobe,breeze_licensed_server,Adobe Breeze Licensed Server 5.1,Neolane v6.0 6.1.0 Build 8152,5.1,-,32,32,100,40,39,0,0,cpe:/a:adobe:breeze_licensed_server:5.1,32,29,0
12382,adobe,bridge,Adobe Bridge 1.0.0,Neolane v6.0 6.1.0 Build 8152,1.0.0,-,33,42,100,49,85,0,0,cpe:/a:adobe:bridge:1.0.0,18,29,0
12383,adobe,bridge,Adobe Bridge 1.0.3,Neolane v6.0 6.1.0 Build 8152,1.0.3,-,33,42,100,44,85,0,0,cpe:/a:adobe:bridge:1.0.3,18,29,0
12384,adobe,bridge,Adobe Bridge 1.0.4,Neolane v6.0 6.1.0 Build 8152,1.0.4,-,33,42,100,44,85,0,0,cpe:/a:adobe:bridge:1.0.4,18,29,0
12385,adobe,bridge,Adobe Bridge 2.0,Neolane v6.0 6.1.0 Build 8152,2,-,34,50,100,41,85,0,0,cpe:/a:adobe:bridge:2.0,16,29,0
12386,adobe,bridge,Adobe Bridge 2.1,Neolane v6.0 6.1.0 Build 8152,2.1,-,34,50,100,41,85,0,0,cpe:/a:adobe:bridge:2.1,16,29,0
12387,adobe,bridge,Adobe Bridge 3.0,Neolane v6.0 6.1.0 Build 8152,3,-,29,41,100,36,85,0,0,cpe:/a:adobe:bridge:3.0,16,29,0
12388,adobe,bridge_cs3,Adobe Bridge CS3 2.0,Neolane v6.0 6.1.0 Build 8152,2,-,31,37,100,42,85,0,0,cpe:/a:adobe:bridge_cs3:2.0,20,29,0
12389,adobe,bridge_cs3,Adobe Bridge CS3 2.1,Neolane v6.0 6.1.0 Build 8152,2.1,-,31,37,100,42,85,0,0,cpe:/a:adobe:bridge_cs3:2.1,20,29,0
12390,adobe,bridge_cs3,Adobe Bridge CS3 2.1.1,Neolane v6.0 6.1.0 Build 8152,2.1.1,-,30,38,100,44,85,0,0,cpe:/a:adobe:bridge_cs3:2.1.1,22,29,0
12391,adobe,bridge_cs4,Adobe Bridge CS4 3.0,Neolane v6.0 6.1.0 Build 8152,3,-,27,31,100,37,85,0,0,cpe:/a:adobe:bridge_cs4:3.0,20,29,0
12392,adobe,bridge_cs5,Adobe Bridge CS5 4.0.2,Neolane v6.0 6.1.0 Build 8152,4.0.2,-,34,44,100,40,85,0,0,cpe:/a:adobe:bridge_cs5:4.0.2,22,29,0
12393,adobe,bridge_cs5,Adobe Bridge CS5 4.0.3,Neolane v6.0 6.1.0 Build 8152,4.0.3,-,30,38,100,40,85,0,0,cpe:/a:adobe:bridge_cs5:4.0.3,22,29,0
12394,adobe,bridge_cs5,Adobe Bridge CS5 4.0.4,Neolane v6.0 6.1.0 Build 8152,4.0.4,-,30,38,100,40,85,0,0,cpe:/a:adobe:bridge_cs5:4.0.4,22,29,0
12395,adobe,bridge_cs5,Adobe Bridge CS5 4.0.5,Neolane v6.0 6.1.0 Build 8152,4.0.5,-,30,38,100,44,85,0,0,cpe:/a:adobe:bridge_cs5:4.0.5,22,29,0
12396,adobe,bridge_start_meeting,Adobe Bridge Start Meeting 1,Neolane v6.0 6.1.0 Build 8152,1,-,26,29,100,35,35,0,0,cpe:/a:adobe:bridge_start_meeting:1.0,28,29,0
12397,adobe,bridge_start_meeting,Adobe Bridge Start Meeting 1.0.1,Neolane v6.0 6.1.0 Build 8152,1.0.1,-,28,28,100,47,44,0,0,cpe:/a:adobe:bridge_start_meeting:1.0.1,32,29,0
12398,adobe,bridgetalk_plugin_cs3,Adobe Bridgetalk Plugin CS3 1.0,Neolane v6.0 6.1.0 Build 8152,1,-,29,29,100,37,36,0,0,cpe:/a:adobe:bridgetalk_plugin_cs3:1.0,31,29,0
12399,adobe,camera_raw,Adobe Camera Raw plug-in 2.1,Neolane v6.0 6.1.0 Build 8152,2.1,-,30,33,100,31,31,0,0,cpe:/a:adobe:camera_raw:2.1,28,29,0
12400,adobe,camera_raw,Adobe Camera Raw plug-in 3.1,Neolane v6.0 6.1.0 Build 8152,3.1,-,30,33,100,31,31,0,0,cpe:/a:adobe:camera_raw:3.1,28,29,0
12401,adobe,camera_raw,Adobe Camera Raw plug-in 3.6,Neolane v6.0 6.1.0 Build 8152,3.6,-,26,29,100,31,31,0,0,cpe:/a:adobe:camera_raw:3.6,28,29,0
12402,adobe,camera_raw,Adobe Camera Raw plug-in 4.0,Neolane v6.0 6.1.0 Build 8152,4,-,26,29,100,31,31,0,0,cpe:/a:adobe:camera_raw:4.0,28,29,0
12403,adobe,camera_raw,Adobe Camera Raw plug-in 4.1,Neolane v6.0 6.1.0 Build 8152,4.1,-,30,33,100,31,31,0,0,cpe:/a:adobe:camera_raw:4.1,28,29,0
12404,adobe,camera_raw,Adobe Camera Raw plug-in 4.3.1,Neolane v6.0 6.1.0 Build 8152,4.3.1,-,29,30,100,30,34,0,0,cpe:/a:adobe:camera_raw:4.3.1,30,29,0
12405,adobe,camera_raw,Adobe Camera Raw plug-in 4.4.1,Neolane v6.0 6.1.0 Build 8152,4.4.1,-,29,30,100,30,34,0,0,cpe:/a:adobe:camera_raw:4.4.1,30,29,0
12406,adobe,camera_raw,Adobe Camera Raw plug-in 4.6,Neolane v6.0 6.1.0 Build 8152,4.6,-,26,29,100,31,31,0,0,cpe:/a:adobe:camera_raw:4.6,28,29,0
12407,adobe,camera_raw,Adobe Camera Raw 5.0,Neolane v6.0 6.1.0 Build 8152,5,-,27,37,100,33,85,0,0,cpe:/a:adobe:camera_raw:5.0,20,29,0
12408,adobe,camera_raw,Adobe Camera Raw 5.0 (x64) 64-bit,Neolane v6.0 6.1.0 Build 8152,5,-,34,35,100,44,43,0,0,cpe:/a:adobe:camera_raw:5.0::~~~~x64~,33,29,0
12409,adobe,camera_raw,Adobe Camera Raw plug-in 5.1,Neolane v6.0 6.1.0 Build 8152,5.1,-,30,33,100,31,31,0,0,cpe:/a:adobe:camera_raw:5.1,28,29,0
12410,adobe,captivate,Adobe Captivate 2.0,Neolane v6.0 6.1.0 Build 8152,2,-,23,33,100,33,85,0,0,cpe:/a:adobe:captivate:2.0,19,29,0
12411,adobe,captivate,Adobe Captivate 3.0,Neolane v6.0 6.1.0 Build 8152,3,-,23,33,100,29,85,0,0,cpe:/a:adobe:captivate:3.0,19,29,0
12412,adobe,captivate,Adobe Captivate 4.0,Neolane v6.0 6.1.0 Build 8152,4,-,23,33,100,29,85,0,0,cpe:/a:adobe:captivate:4.0,19,29,0
12413,adobe,captivate,Adobe Captivate 5.0.0.596,Neolane v6.0 6.1.0 Build 8152,5.0.0.596,-,32,33,100,42,85,0,0,cpe:/a:adobe:captivate:5.0.0.596,25,29,0
12414,adobe,captivate_quiz_results_analyzer,Adobe Captivate Quiz Results Analyzer 1.0,Neolane v6.0 6.1.0 Build 8152,1,-,27,31,100,34,33,0,0,cpe:/a:adobe:captivate_quiz_results_analyzer:1.0,41,29,0
12415,adobe,captivate_reviewer,Adobe Captivate Reviewer 2.0,Neolane v6.0 6.1.0 Build 8152,2,-,26,29,100,35,35,0,0,cpe:/a:adobe:captivate_reviewer:2.0,28,29,0
12416,adobe,cmaps,Adobe Cmaps 1.0,Neolane v6.0 6.1.0 Build 8152,1,-,25,45,100,26,85,0,0,cpe:/a:adobe:cmaps:1.0,15,29,0
12417,adobe,cmaps_cs4,Adobe Cmaps CS4 2.0,Neolane v6.0 6.1.0 Build 8152,2,-,23,33,100,29,85,0,0,cpe:/a:adobe:cmaps_cs4:2.0,19,29,0
12418,adobe,cmaps_cs4,Adobe Cmaps CS4 2.0 (x64) 64-bit,Neolane v6.0 6.1.0 Build 8152,2,-,32,33,100,42,40,0,0,cpe:/a:adobe:cmaps_cs4:2.0::~~~~x64~,32,29,0
12419,adobe,coldfusion,Adobe ColdFusion 10.0,Neolane v6.0 6.1.0 Build 8152,10,-,30,35,100,36,85,0,0,cpe:/a:adobe:coldfusion:10.0,21,29,0
12420,adobe,coldfusion,Adobe ColdFusion 10.0 Update 1,Neolane v6.0 6.1.0 Build 8152,10,-,44,46,100,42,45,0,0,cpe:/a:adobe:coldfusion:10.0:update_1,30,29,0
12421,adobe,coldfusion,Adobe ColdFusion 10.0 Update 11,Neolane v6.0 6.1.0 Build 8152,10,-,43,44,100,44,44,0,0,cpe:/a:adobe:coldfusion:10.0:update_11,31,29,0
12422,adobe,coldfusion,Adobe ColdFusion 10.0 Update 14,Neolane v6.0 6.1.0 Build 8152,10,-,43,44,100,41,44,0,0,cpe:/a:adobe:coldfusion:10.0:update_14,31,29,0
12423,adobe,coldfusion,Adobe ColdFusion 10.0 Update 15,Neolane v6.0 6.1.0 Build 8152,10,-,46,48,100,44,48,0,0,cpe:/a:adobe:coldfusion:10.0:update_15,31,29,0
12424,adobe,coldfusion,Adobe ColdFusion 10.0 Update 2,Neolane v6.0 6.1.0 Build 8152,10,-,44,42,100,42,45,0,0,cpe:/a:adobe:coldfusion:10.0:update_2,30,29,0
12425,adobe,coldfusion,Adobe ColdFusion 10.0 Update 3,Neolane v6.0 6.1.0 Build 8152,10,-,40,42,100,38,42,0,0,cpe:/a:adobe:coldfusion:10.0:update_3,30,29,0
12426,adobe,coldfusion,Adobe ColdFusion 10.0 Update 4,Neolane v6.0 6.1.0 Build 8152,10,-,40,42,100,38,42,0,0,cpe:/a:adobe:coldfusion:10.0:update_4,30,29,0
12427,adobe,coldfusion,Adobe ColdFusion 10.0 Update 8,Neolane v6.0 6.1.0 Build 8152,10,-,44,46,100,42,45,0,0,cpe:/a:adobe:coldfusion:10.0:update_8,30,29,0
12428,adobe,coldfusion,Adobe ColdFusion 11.0 Update 2,Neolane v6.0 6.1.0 Build 8152,11,-,44,42,100,42,45,0,0,cpe:/a:adobe:coldfusion:11.0:update_2,30,29,0
12429,adobe,coldfusion,Adobe ColdFusion 11.0 Update 4,Neolane v6.0 6.1.0 Build 8152,11,-,40,42,100,38,42,0,0,cpe:/a:adobe:coldfusion:11.0:update_4,30,29,0
12430,adobe,coldfusion,Adobe ColdFusion MX 6.1,Neolane v6.0 6.1.0 Build 8152,6.1,-,33,42,100,39,85,0,0,cpe:/a:adobe:coldfusion:6.1,23,29,0
12431,adobe,coldfusion,Adobe ColdFusion MX 7.0,Neolane v6.0 6.1.0 Build 8152,7,-,29,36,100,35,85,0,0,cpe:/a:adobe:coldfusion:7.0,23,29,0
12432,adobe,coldfusion,Adobe ColdFusion MX 7.0.1,Neolane v6.0 6.1.0 Build 8152,7.0.1,-,32,38,100,42,85,0,0,cpe:/a:adobe:coldfusion:7.0.1,25,29,0
